age,annual_income,spending_score,debt_ratio,credit_card_count,overdue_count_6m,credit_score,is_overdue
41,3063.0,87,0.09,4,1,333.0,0
55,4064.0,62,0.39,4,0,390.0,0
37,4978.0,26,0.29,7,0,381.0,0
64,7568.0,78,0.04,4,0,504.0,0
67,5810.0,76,0.53,5,0,388.0,0
43,7923.0,15,0.94,8,0,488.0,0
30,6293.0,73,0.97,9,1,314.0,0
68,5161.0,50,0.6,4,1,397.0,0
37,8536.0,74,0.62,5,0,528.0,0
57,1820.0,39,0.82,6,0,206.0,1
46,4040.0,34,0.64,7,1,290.0,1
20,2045.0,58,0.7,8,0,221.0,1
61,6832.0,1,0.37,7,2,369.0,0
40,6808.0,31,0.0,4,0,517.0,0
54,3894.0,51,0.22,8,1,338.0,0
48,6844.0,74,0.47,7,3,312.0,0
36,10061.0,96,0.24,5,1,495.0,0
50,3432.0,27,0.56,9,0,397.0,0
37,5088.0,65,0.46,6,0,358.0,0
64,5715.0,58,0.45,2,0,432.0,0
49,6937.0,31,0.59,3,0,443.0,0
66,7659.0,33,0.65,4,1,413.0,0
50,3956.0,38,0.41,3,0,379.0,0
32,6076.0,88,0.5,5,2,327.0,0
50,2305.0,89,0.3,7,0,303.0,0
35,7379.0,71,0.14,5,1,469.0,0
26,6652.0,26,0.93,8,0,390.0,0
69,1785.0,86,0.76,1,1,236.0,1
42,6570.0,55,0.19,9,0,519.0,0
42,2756.0,29,0.72,3,1,255.0,1
53,5588.0,77,0.22,1,0,457.0,0
33,5942.0,50,0.01,9,0,473.0,0
58,4098.0,48,0.21,4,0,408.0,0
59,7346.0,20,0.55,2,1,391.0,0
47,3975.0,40,0.34,1,1,368.0,0
67,2343.0,44,0.42,6,0,310.0,0
20,8965.0,26,0.03,5,1,507.0,0
29,4186.0,93,0.86,1,0,345.0,0
40,8274.0,63,0.29,6,0,487.0,0
21,7202.0,84,0.78,6,0,418.0,0
32,3785.0,14,0.49,8,0,390.0,0
37,7953.0,58,0.09,2,0,560.0,0
62,5525.0,79,0.91,1,1,329.0,0
37,4052.0,15,0.79,3,0,375.0,0
59,4816.0,2,0.77,9,1,346.0,0
58,6635.0,80,0.33,7,2,362.0,0
26,1500.0,2,0.52,1,0,266.0,1
27,6301.0,73,0.89,3,0,408.0,0
24,5582.0,23,0.71,2,1,325.0,0
49,7278.0,79,0.61,1,0,441.0,0
62,3707.0,35,0.82,6,0,335.0,0
38,5435.0,13,0.22,7,2,348.0,0
39,9121.0,9,0.28,8,1,456.0,0
58,6454.0,39,0.13,5,0,486.0,0
69,5166.0,4,0.86,8,1,280.0,1
55,3676.0,14,0.01,7,0,355.0,0
58,2751.0,24,0.17,7,0,410.0,0
46,3498.0,37,0.66,9,0,356.0,0
39,3823.0,74,0.23,7,0,346.0,0
61,5063.0,82,0.65,5,1,315.0,0
40,6032.0,81,0.35,4,0,451.0,0
43,6010.0,12,0.97,6,0,380.0,0
63,7050.0,61,0.82,9,0,483.0,0
66,5604.0,66,0.19,1,0,424.0,0
28,4431.0,73,0.41,8,0,387.0,0
45,2032.0,44,0.39,5,0,341.0,0
39,3014.0,31,0.89,7,0,320.0,0
40,5181.0,8,0.71,7,0,396.0,0
58,6600.0,56,0.42,9,0,433.0,0
62,6581.0,28,0.59,3,2,322.0,0
34,4951.0,10,0.12,5,0,396.0,0
31,8385.0,96,0.02,8,0,562.0,0
48,5964.0,75,0.89,2,2,293.0,0
65,6956.0,69,0.33,7,1,410.0,0
51,1824.0,39,0.93,5,0,300.0,0
67,6348.0,69,0.48,5,0,459.0,0
33,6103.0,9,0.67,4,0,428.0,0
37,5993.0,33,0.39,8,0,426.0,0
30,3699.0,8,0.87,9,0,307.0,0
61,7584.0,66,0.28,3,2,418.0,0
29,7252.0,3,0.07,6,0,543.0,0
26,6803.0,95,0.27,2,0,469.0,0
58,6359.0,81,0.5,7,1,416.0,0
59,1680.0,58,0.25,9,0,376.0,0
39,2584.0,22,0.67,7,1,271.0,1
52,2443.0,87,0.78,6,0,294.0,0
34,3801.0,50,0.94,1,0,387.0,0
59,3631.0,90,0.28,4,0,361.0,0
54,3121.0,35,0.66,6,1,260.0,1
64,2015.0,13,0.66,7,1,228.0,1
36,6353.0,64,0.9,5,1,327.0,0
37,4671.0,88,0.34,3,0,401.0,0
33,5063.0,5,0.77,4,1,302.0,0
68,2152.0,87,0.44,2,2,192.0,1
40,4152.0,4,0.25,5,1,332.0,0
22,5780.0,64,0.7,7,2,260.0,1
31,5243.0,59,0.93,9,2,239.0,1
20,5890.0,86,0.08,7,0,455.0,0
36,2507.0,15,0.99,6,0,237.0,1
61,1500.0,22,0.91,6,0,261.0,1
23,7514.0,9,0.54,9,1,421.0,0
64,6396.0,35,0.83,4,1,353.0,0
65,5448.0,51,0.24,3,2,343.0,0
58,2979.0,8,0.2,9,0,371.0,0
25,5766.0,22,0.82,6,1,329.0,0
43,7921.0,39,0.64,2,1,420.0,0
47,7719.0,2,0.47,5,3,286.0,1
37,6839.0,9,0.18,1,0,479.0,0
53,4215.0,56,0.96,3,0,330.0,0
46,8696.0,15,0.02,5,0,586.0,0
27,4269.0,53,0.79,4,1,300.0,0
20,4259.0,4,0.45,2,1,347.0,0
32,5565.0,70,0.5,1,0,430.0,0
32,2272.0,29,0.65,9,0,266.0,1
21,7201.0,46,0.83,9,0,446.0,0
24,5377.0,16,0.86,8,0,373.0,0
42,3693.0,37,0.34,1,0,372.0,0
66,4193.0,15,0.98,1,0,314.0,0
38,2742.0,42,0.59,6,0,338.0,0
53,3407.0,60,0.5,1,0,399.0,0
62,4638.0,60,0.45,9,1,341.0,0
42,5565.0,55,0.78,2,0,385.0,0
65,2406.0,66,0.7,4,0,321.0,0
64,6343.0,47,0.6,6,0,405.0,0
22,7448.0,37,0.03,7,0,517.0,0
39,3890.0,23,0.79,5,0,339.0,0
61,4498.0,10,0.39,2,0,401.0,0
38,5203.0,33,0.67,5,0,386.0,0
45,3470.0,37,0.34,8,2,306.0,0
49,5263.0,14,0.54,9,1,325.0,0
29,8326.0,18,0.29,5,1,509.0,0
44,7294.0,56,0.87,1,0,361.0,0
20,6171.0,27,0.2,4,1,464.0,0
69,5170.0,49,0.47,3,0,391.0,0
53,5975.0,11,0.77,7,0,352.0,0
69,7317.0,13,0.39,4,0,485.0,0
26,3402.0,1,0.5,8,1,278.0,1
29,6212.0,31,0.15,2,0,518.0,0
42,6433.0,61,0.3,6,0,495.0,0
34,6528.0,89,0.25,3,1,433.0,0
30,3842.0,96,0.94,2,0,311.0,0
55,5563.0,57,0.63,8,1,377.0,0
41,6957.0,14,0.14,9,1,470.0,0
47,2258.0,32,0.49,2,1,277.0,1
22,5098.0,40,0.86,5,0,355.0,0
69,5739.0,60,0.46,5,0,421.0,0
22,3396.0,62,0.75,8,1,249.0,1
35,11756.0,72,0.76,8,0,588.0,0
67,3190.0,49,0.5,1,0,372.0,0
63,5219.0,41,0.7,9,0,408.0,0
23,3641.0,30,0.46,2,0,390.0,0
36,5810.0,72,0.07,3,1,410.0,0
54,1500.0,41,0.1,9,0,335.0,0
45,10560.0,98,0.52,8,0,559.0,0
35,6048.0,59,0.37,8,1,352.0,0
58,3140.0,48,0.56,3,1,313.0,0
48,4995.0,64,0.68,4,2,309.0,0
56,3301.0,67,0.12,6,1,308.0,0
63,6540.0,76,0.09,5,1,453.0,0
52,5504.0,48,0.29,1,2,357.0,0
40,4439.0,6,0.84,3,0,380.0,0
36,3998.0,22,0.02,2,2,325.0,0
61,3598.0,54,0.32,7,1,311.0,0
60,5230.0,16,0.34,3,3,245.0,1
21,3499.0,95,0.13,3,0,365.0,0
44,6021.0,82,0.2,8,2,321.0,0
59,2665.0,41,0.34,5,3,201.0,0
28,5166.0,43,0.74,1,0,375.0,0
35,6873.0,9,0.62,2,0,465.0,0
44,7146.0,99,0.25,3,2,396.0,0
41,5604.0,74,0.16,5,0,435.0,0
31,8109.0,29,0.6,7,2,319.0,0
24,7167.0,31,0.84,7,1,379.0,0
20,5986.0,22,0.52,5,1,384.0,0
68,3864.0,64,0.35,1,0,450.0,0
42,8350.0,80,0.18,5,0,500.0,0
64,1500.0,7,0.15,7,1,333.0,0
24,2928.0,84,0.08,3,1,320.0,0
41,3632.0,41,0.86,9,1,260.0,1
59,7199.0,71,0.01,1,0,544.0,0
32,3833.0,78,0.01,2,1,305.0,0
24,3177.0,95,0.09,3,0,381.0,0
66,5082.0,93,0.49,9,1,371.0,0
39,1500.0,76,0.45,4,0,290.0,1
45,4436.0,22,0.57,3,1,325.0,0
66,1500.0,49,0.0,5,0,353.0,0
62,7151.0,9,0.03,1,0,494.0,0
65,6610.0,43,0.24,8,1,429.0,0
32,4395.0,4,0.45,8,1,371.0,0
36,3551.0,32,0.42,2,0,364.0,0
32,3969.0,66,0.81,5,0,347.0,0
32,7622.0,10,0.02,9,0,512.0,0
36,7969.0,23,0.01,4,0,577.0,0
59,3573.0,28,0.54,1,1,282.0,1
42,3486.0,37,0.24,5,0,347.0,0
35,5117.0,94,0.7,2,0,368.0,0
48,10584.0,22,0.45,2,0,544.0,0
59,3499.0,98,0.77,4,0,358.0,0
42,4116.0,72,0.98,4,0,316.0,0
26,6467.0,25,0.77,6,1,408.0,0
20,7270.0,35,0.03,8,0,508.0,0
47,4793.0,80,0.15,2,0,421.0,0
41,2100.0,17,0.03,1,1,292.0,0
30,3627.0,40,0.63,2,0,328.0,0
65,2437.0,76,0.27,3,2,252.0,1
21,4347.0,2,0.79,4,0,371.0,0
43,5441.0,98,0.02,6,0,431.0,0
47,1500.0,42,0.19,8,1,287.0,1
60,1500.0,16,0.39,1,0,278.0,0
53,5075.0,15,0.91,4,0,333.0,0
27,3212.0,69,0.43,3,0,362.0,0
31,6217.0,54,0.02,8,1,432.0,0
32,5737.0,3,0.76,1,0,415.0,0
53,2802.0,47,0.39,8,0,374.0,0
29,3671.0,60,0.62,4,0,362.0,0
37,4150.0,84,0.72,4,1,250.0,1
21,7949.0,74,0.26,1,0,512.0,0
30,4108.0,48,0.97,8,2,193.0,1
63,1500.0,62,0.51,7,1,259.0,1
67,1500.0,30,0.19,5,1,280.0,1
42,5616.0,68,0.71,4,1,357.0,0
20,5189.0,26,0.58,8,0,415.0,0
23,3458.0,31,0.11,8,0,391.0,0
42,2923.0,72,0.87,4,3,144.0,1
53,3302.0,80,0.41,8,0,365.0,0
41,5654.0,2,0.67,2,1,354.0,0
24,4351.0,67,0.15,4,0,437.0,0
38,7824.0,53,0.23,8,2,414.0,0
23,5738.0,61,0.71,1,0,437.0,0
49,8040.0,51,0.86,1,1,418.0,0
61,4961.0,23,0.59,5,1,303.0,0
44,3182.0,75,0.93,1,1,239.0,1
41,5643.0,93,0.49,9,0,441.0,0
32,5923.0,92,0.85,6,1,358.0,0
63,4533.0,63,0.28,7,0,361.0,0
46,6892.0,91,0.51,4,0,502.0,0
41,4474.0,51,0.73,3,0,376.0,0
52,7215.0,81,0.68,6,0,471.0,0
26,4713.0,73,0.32,2,0,432.0,0
28,5765.0,65,0.32,8,1,386.0,0
53,3582.0,84,0.19,1,0,381.0,0
56,4868.0,25,0.41,7,1,334.0,0
43,7550.0,18,0.72,7,3,310.0,0
62,4108.0,48,0.68,7,1,374.0,0
68,5590.0,15,0.85,1,1,362.0,0
38,3894.0,63,0.26,6,0,357.0,0
46,6951.0,40,0.5,6,0,495.0,0
57,2756.0,82,0.62,2,1,316.0,0
40,3723.0,80,0.79,7,0,295.0,0
31,6199.0,58,0.83,8,0,414.0,0
38,4679.0,7,0.58,6,2,275.0,1
37,5411.0,59,0.91,2,0,327.0,0
26,10381.0,47,0.54,1,0,524.0,0
34,4238.0,42,0.59,8,1,342.0,0
35,3772.0,94,0.02,7,0,469.0,0
39,8355.0,5,0.72,3,0,514.0,0
54,3378.0,92,0.38,1,0,372.0,0
67,1696.0,84,0.63,2,0,309.0,0
35,3106.0,87,0.46,7,1,314.0,0
54,6185.0,45,0.23,5,1,470.0,0
26,1500.0,31,0.95,3,0,276.0,1
24,5174.0,97,0.06,4,0,469.0,0
68,6311.0,15,0.68,6,1,313.0,0
46,3632.0,77,0.43,8,1,343.0,0
37,7034.0,92,0.9,9,0,429.0,0
43,4107.0,46,0.11,1,2,336.0,0
36,5678.0,24,0.18,2,1,378.0,0
28,4158.0,71,0.26,5,0,412.0,0
43,6947.0,11,0.66,8,1,433.0,0
53,6176.0,53,0.89,6,0,383.0,0
43,4181.0,44,0.91,4,0,332.0,0
64,6038.0,69,0.76,1,0,452.0,0
33,5085.0,99,0.29,9,0,491.0,0
23,7147.0,55,0.07,2,0,480.0,0
51,5799.0,66,0.7,2,1,358.0,0
43,2229.0,76,0.7,1,1,217.0,1
48,7074.0,18,0.44,3,0,487.0,0
32,3906.0,49,0.46,3,0,366.0,0
29,5629.0,52,0.47,6,0,450.0,0
40,2319.0,32,0.02,5,0,382.0,0
36,7602.0,90,0.67,2,1,402.0,0
50,5182.0,18,0.16,2,3,288.0,1
64,7722.0,2,0.34,1,1,470.0,0
69,7840.0,24,0.18,3,0,459.0,0
68,6821.0,23,0.82,2,1,368.0,0
40,2237.0,72,0.4,6,0,288.0,1
27,5821.0,3,0.26,2,0,387.0,0
36,4838.0,31,0.1,5,0,402.0,0
51,6374.0,80,0.25,7,1,430.0,0
39,2025.0,72,0.61,3,3,134.0,0
32,5606.0,91,0.59,2,0,433.0,0
63,5812.0,9,0.23,6,1,425.0,0
52,4897.0,98,0.06,2,1,410.0,0
22,5803.0,50,0.62,2,1,369.0,0
66,2787.0,37,0.73,5,0,292.0,0
56,5943.0,60,0.31,4,0,437.0,0
68,3657.0,96,0.68,2,1,286.0,1
46,7073.0,56,0.7,8,2,366.0,0
54,6130.0,76,0.1,3,1,418.0,0
47,6112.0,36,0.47,7,0,414.0,0
27,4572.0,3,0.51,5,0,392.0,0
26,1500.0,76,0.21,6,1,313.0,0
61,6481.0,33,0.65,6,0,388.0,0
58,3178.0,93,0.41,7,1,288.0,1
44,4484.0,81,0.14,4,0,405.0,0
22,7342.0,18,0.57,6,1,414.0,0
33,7908.0,85,0.98,4,1,364.0,0
51,4572.0,57,0.92,6,1,286.0,1
21,2969.0,3,0.85,2,0,261.0,1
54,1500.0,80,0.11,6,0,268.0,1
26,1500.0,38,0.5,9,0,320.0,0
69,5673.0,59,0.03,3,4,285.0,1
36,2314.0,39,0.55,1,2,195.0,1
44,5139.0,34,0.17,7,0,419.0,0
28,4395.0,80,0.49,2,0,367.0,0
66,3252.0,91,0.44,6,1,281.0,0
45,7344.0,75,0.43,4,0,557.0,0
39,7015.0,78,0.15,4,0,483.0,0
45,6238.0,97,0.03,1,0,513.0,0
43,4591.0,61,0.8,4,0,419.0,0
68,4413.0,84,0.42,5,0,329.0,0
51,6972.0,26,0.31,5,0,523.0,0
40,2297.0,18,0.15,5,0,348.0,0
49,4898.0,91,0.49,5,2,293.0,0
24,2758.0,2,0.42,8,0,322.0,0
27,2233.0,30,0.16,2,0,366.0,0
62,5088.0,80,0.42,2,0,360.0,0
50,8232.0,8,0.29,2,0,501.0,0
67,3605.0,67,0.85,2,0,311.0,0
35,5562.0,85,0.13,1,0,395.0,0
32,4459.0,44,0.65,6,0,405.0,0
38,4315.0,91,0.19,6,2,246.0,1
54,3326.0,19,0.93,4,0,282.0,1
42,6021.0,22,0.65,7,0,452.0,0
20,4157.0,60,0.21,6,0,444.0,0
28,9128.0,11,0.75,9,0,476.0,0
29,4049.0,2,0.83,6,1,309.0,0
54,2554.0,81,0.85,3,0,284.0,1
67,6236.0,25,0.52,1,1,399.0,0
68,5360.0,55,0.11,5,0,423.0,0
63,3690.0,98,0.4,6,1,380.0,0
48,4699.0,82,0.17,5,0,444.0,0
49,3031.0,10,0.54,1,0,309.0,0
25,4773.0,7,0.71,2,1,355.0,0
22,1500.0,1,0.87,6,2,171.0,1
23,2051.0,80,0.7,3,0,310.0,0
34,7194.0,4,0.26,5,0,449.0,0
48,5675.0,66,0.02,3,0,444.0,0
40,7621.0,21,0.13,2,0,469.0,0
47,3900.0,88,0.23,4,1,337.0,0
56,4732.0,68,0.42,8,0,377.0,0
53,4301.0,48,0.0,5,0,474.0,0
48,4033.0,22,0.71,4,1,298.0,0
30,3726.0,78,0.86,4,0,306.0,0
29,3722.0,82,0.34,3,0,364.0,0
68,6134.0,33,0.41,6,1,408.0,0
57,2106.0,25,0.15,2,0,329.0,0
29,3665.0,95,0.18,3,1,276.0,1
66,2754.0,23,0.15,8,0,319.0,0
57,5027.0,98,0.54,5,1,376.0,0
55,4329.0,15,0.72,2,0,366.0,0
23,3951.0,3,0.68,1,2,197.0,0
69,3037.0,23,0.22,8,0,341.0,0
47,4958.0,88,0.62,7,2,322.0,0
48,6676.0,9,0.79,2,1,336.0,0
34,1886.0,60,0.8,7,3,133.0,1
20,6127.0,18,0.95,7,0,385.0,0
36,4414.0,97,0.63,8,3,212.0,1
69,5798.0,40,0.1,4,0,463.0,0
57,5382.0,89,0.49,3,1,347.0,0
54,4084.0,88,0.79,2,0,339.0,0
45,6645.0,87,0.05,4,0,452.0,0
42,4300.0,78,0.82,3,1,297.0,0
44,4773.0,19,0.55,2,0,352.0,0
28,7369.0,43,0.46,8,0,496.0,0
35,5868.0,61,0.5,1,1,385.0,0
67,7325.0,11,0.55,8,1,433.0,0
44,2014.0,37,0.67,5,2,186.0,1
30,3766.0,70,0.98,8,2,256.0,1
40,8136.0,87,0.28,8,0,510.0,0
53,6765.0,78,0.62,4,1,405.0,0
37,7213.0,16,0.16,5,1,474.0,0
39,5291.0,7,0.69,4,1,325.0,0
49,5268.0,66,0.48,8,0,412.0,0
32,3704.0,61,0.18,7,0,398.0,0
35,4804.0,74,0.74,5,0,378.0,0
40,1500.0,58,0.28,5,2,182.0,1
59,4047.0,67,0.07,5,0,390.0,0
68,5019.0,60,0.72,3,0,344.0,0
43,2516.0,48,0.26,4,2,256.0,1
32,4293.0,64,0.53,7,0,386.0,0
40,9109.0,35,0.27,5,1,533.0,0
31,5163.0,56,0.89,3,0,407.0,0
51,8372.0,39,1.0,9,0,488.0,0
34,7387.0,51,0.28,7,0,449.0,0
60,6023.0,92,0.85,4,3,254.0,1
53,3675.0,61,0.84,5,0,340.0,0
30,5283.0,23,0.59,1,0,441.0,0
27,5303.0,16,0.46,8,1,404.0,0
31,4578.0,39,0.18,9,2,338.0,0
53,2544.0,61,0.35,1,1,292.0,0
30,5941.0,72,0.38,3,0,438.0,0
27,5626.0,24,0.08,1,1,457.0,0
66,4942.0,89,0.6,4,2,335.0,0
61,6066.0,13,0.22,4,0,435.0,0
54,5684.0,30,0.08,7,0,436.0,0
63,7350.0,1,0.21,6,0,515.0,0
30,7404.0,42,0.61,8,0,463.0,0
33,6128.0,73,0.56,6,1,375.0,0
25,6538.0,68,0.68,9,2,300.0,0
26,2304.0,37,0.28,6,0,337.0,0
59,7457.0,99,0.96,4,2,356.0,0
25,8493.0,87,1.0,9,0,436.0,0
47,6685.0,68,0.48,1,0,441.0,0
22,4595.0,94,0.45,7,1,386.0,0
65,2873.0,28,0.79,3,0,351.0,0
68,4570.0,8,0.6,4,0,414.0,0
42,4748.0,62,0.21,3,0,398.0,0
68,3134.0,54,0.03,8,0,402.0,0
23,2527.0,99,0.89,8,0,300.0,0
55,5299.0,7,0.63,7,0,463.0,0
58,6428.0,97,0.31,8,1,458.0,0
22,5452.0,10,0.77,7,1,371.0,0
68,7124.0,68,0.41,7,0,530.0,0
43,7307.0,8,0.53,9,0,478.0,0
46,1500.0,70,0.73,5,2,139.0,1
40,4553.0,30,0.13,2,0,419.0,0
36,4613.0,15,0.67,3,0,442.0,0
20,6547.0,13,0.33,6,0,490.0,0
28,6773.0,19,0.73,2,1,398.0,0
23,7754.0,17,0.67,6,0,489.0,0
56,6167.0,38,0.48,4,0,400.0,0
64,1732.0,77,0.37,4,0,344.0,0
60,8326.0,27,0.41,7,0,492.0,0
61,1500.0,75,0.17,3,0,332.0,0
67,5149.0,86,0.48,5,0,371.0,0
42,6067.0,46,0.21,8,0,421.0,0
44,7097.0,98,0.95,8,0,395.0,0
20,4507.0,61,0.27,2,1,367.0,0
24,2636.0,20,0.92,7,0,296.0,0
41,7887.0,19,0.62,7,0,439.0,0
27,5287.0,97,0.32,9,0,471.0,0
51,5676.0,38,0.95,5,2,278.0,1
39,4014.0,29,0.26,7,0,387.0,0
22,3220.0,1,0.63,4,0,327.0,0
27,3191.0,42,0.14,1,1,354.0,0
27,4053.0,38,0.39,8,1,373.0,0
42,1500.0,9,0.53,3,0,332.0,0
58,6590.0,71,0.63,2,0,403.0,0
54,9081.0,54,0.8,7,2,361.0,0
26,4884.0,61,0.36,6,0,397.0,0
55,5310.0,86,0.78,4,1,354.0,0
42,4179.0,61,0.4,8,0,420.0,0
42,4077.0,58,0.83,2,0,327.0,0
52,3348.0,89,0.4,4,0,340.0,0
36,2300.0,54,0.11,4,1,361.0,0
47,5786.0,28,0.15,4,1,455.0,0
23,2443.0,74,0.75,7,1,234.0,1
41,5399.0,71,0.54,5,2,286.0,1
50,5824.0,22,0.01,6,0,477.0,0
45,4860.0,31,0.97,5,0,357.0,0
50,3705.0,53,0.58,9,0,326.0,0
24,6618.0,25,0.82,2,1,307.0,0
68,8234.0,75,0.33,2,0,498.0,0
46,6528.0,99,0.5,9,1,360.0,0
67,6018.0,92,0.56,5,0,436.0,0
64,1500.0,75,0.41,4,0,301.0,0
61,7050.0,51,0.72,1,2,335.0,0
21,1500.0,30,0.13,5,0,349.0,0
40,3342.0,11,0.64,5,0,359.0,0
37,4165.0,52,0.51,6,0,339.0,0
36,6345.0,12,0.12,3,0,490.0,0
68,4515.0,78,0.83,8,0,419.0,0
31,4259.0,62,0.03,6,0,400.0,0
33,5541.0,25,0.61,6,0,395.0,0
31,5876.0,46,0.9,5,0,305.0,0
47,4248.0,63,0.05,2,0,402.0,0
20,3546.0,1,0.2,1,0,413.0,0
28,6761.0,84,0.25,8,2,335.0,0
30,5869.0,91,0.28,9,3,247.0,0
31,6297.0,86,0.1,2,0,429.0,0
28,6074.0,36,0.28,3,1,385.0,0
28,5027.0,13,0.3,2,0,456.0,0
66,6827.0,13,0.41,9,0,461.0,0
31,5708.0,18,0.34,3,0,449.0,0
20,5331.0,30,0.08,1,0,432.0,0
57,3122.0,29,0.98,4,2,208.0,1
56,5046.0,72,0.11,8,0,435.0,0
46,3908.0,48,0.91,5,0,268.0,0
36,2960.0,32,0.07,1,1,324.0,0
65,7096.0,68,0.21,7,0,540.0,0
29,4519.0,94,0.17,5,0,423.0,0
47,2363.0,75,0.03,3,4,224.0,1
48,6402.0,86,0.3,9,0,485.0,0
53,4783.0,80,0.6,9,0,379.0,0
64,5952.0,11,0.75,3,1,330.0,0
59,1500.0,36,0.31,1,2,172.0,0
49,1500.0,70,0.38,6,1,275.0,0
29,1527.0,95,0.68,7,1,240.0,0
42,1500.0,62,0.69,1,0,294.0,0
45,6085.0,26,0.08,6,0,470.0,0
20,5678.0,22,0.08,5,0,464.0,0
45,5584.0,79,1.0,3,2,285.0,1
48,1500.0,74,0.95,7,1,232.0,1
42,6681.0,82,0.44,7,1,390.0,0
24,1500.0,77,0.54,7,0,240.0,0
67,4392.0,7,0.28,1,0,387.0,0
34,2100.0,36,0.65,9,0,384.0,0
45,7305.0,78,0.87,8,1,404.0,0
69,2740.0,73,0.24,8,1,304.0,0
49,5742.0,3,0.5,4,0,446.0,0
45,7596.0,94,0.15,6,0,514.0,0
47,4030.0,22,0.21,7,0,419.0,0
24,2381.0,10,0.08,1,0,338.0,0
23,1500.0,3,0.52,7,1,195.0,1
29,3017.0,38,0.08,4,1,339.0,0
41,7320.0,22,0.45,4,0,464.0,0
26,4254.0,38,0.95,9,1,292.0,0
38,6199.0,63,0.4,9,1,428.0,0
54,7441.0,86,0.12,5,0,565.0,0
47,7065.0,1,0.25,6,0,414.0,0
23,5230.0,87,0.22,3,0,455.0,0
49,7448.0,2,0.64,5,1,452.0,0
47,5137.0,30,0.93,9,1,267.0,1
61,2791.0,5,0.6,9,0,324.0,0
48,1500.0,45,0.11,5,0,328.0,0
23,1500.0,15,0.75,2,1,220.0,0
25,4535.0,37,0.33,1,0,366.0,0
45,3999.0,69,0.16,8,1,396.0,0
47,4662.0,84,0.17,5,2,301.0,0
51,4228.0,80,0.51,9,0,343.0,0
41,8136.0,13,0.62,1,0,467.0,0
44,3783.0,16,0.59,2,0,403.0,0
29,3784.0,3,0.37,2,0,322.0,0
37,7236.0,35,0.27,2,1,420.0,0
44,5440.0,44,0.25,7,0,461.0,0
33,3827.0,54,0.6,4,2,275.0,0
68,4758.0,95,0.59,3,0,349.0,0
21,5587.0,85,0.22,8,2,369.0,0
32,7208.0,2,0.0,7,0,507.0,0
30,5662.0,22,0.91,8,1,289.0,1
45,6610.0,88,0.65,7,0,477.0,0
24,5066.0,25,0.04,8,0,450.0,0
28,2602.0,39,0.76,7,0,317.0,0
23,7235.0,38,0.17,2,0,517.0,0
24,6365.0,66,0.86,2,0,390.0,0
60,5630.0,8,0.53,8,0,372.0,0
69,3269.0,47,0.57,7,2,231.0,1
20,6450.0,40,0.64,9,0,396.0,0
33,7270.0,13,0.01,5,1,468.0,0
61,6014.0,43,0.73,7,0,448.0,0
44,3281.0,20,0.79,3,1,278.0,1
61,6013.0,99,0.45,4,0,422.0,0
56,9249.0,64,0.5,8,0,522.0,0
68,3335.0,25,0.23,1,1,326.0,0
52,2009.0,2,0.1,6,1,306.0,0
63,4458.0,14,0.95,5,0,307.0,0
34,6335.0,36,0.89,5,1,405.0,0
64,3581.0,43,0.59,5,0,321.0,0
21,5705.0,32,0.26,5,0,464.0,0
27,7952.0,10,0.94,6,0,472.0,0
28,8658.0,40,0.33,4,0,549.0,0
47,4694.0,77,0.75,2,1,287.0,1
34,6289.0,80,0.94,1,0,378.0,0
52,5013.0,57,0.92,2,0,385.0,0
24,2025.0,79,0.75,3,0,352.0,0
22,3605.0,52,0.59,8,1,333.0,0
67,4476.0,15,0.4,1,0,381.0,0
56,2492.0,50,0.63,6,1,271.0,1
47,5763.0,58,0.99,3,1,348.0,0
67,4768.0,11,0.65,2,0,418.0,0
68,8117.0,66,0.47,7,1,376.0,0
35,7066.0,38,0.12,9,0,512.0,0
48,5422.0,29,0.51,9,1,368.0,0
37,4135.0,43,0.03,1,1,388.0,0
46,4386.0,83,0.9,3,0,313.0,0
24,3303.0,90,0.4,6,0,373.0,0
61,2513.0,56,0.62,8,0,304.0,0
32,3853.0,98,0.07,5,1,399.0,0
56,5922.0,83,0.46,7,0,407.0,0
36,5959.0,78,0.72,1,0,429.0,0
20,9649.0,62,0.16,2,2,484.0,0
59,3621.0,79,0.51,7,1,309.0,0
59,6339.0,92,0.33,5,0,523.0,0
64,4504.0,45,0.31,3,0,406.0,0
25,5900.0,69,0.42,6,2,334.0,0
31,2421.0,87,0.79,9,0,313.0,0
48,5062.0,7,0.98,4,2,224.0,1
68,6916.0,77,0.31,5,0,475.0,0
22,7098.0,77,0.28,4,1,438.0,0
31,5968.0,31,0.26,1,1,384.0,0
58,2134.0,14,0.04,6,0,329.0,0
42,3257.0,9,0.51,4,0,392.0,0
64,3844.0,95,0.65,9,0,355.0,0
59,8496.0,58,0.26,1,2,396.0,0
46,6485.0,61,0.09,2,0,453.0,0
51,2010.0,50,0.95,4,0,267.0,1
66,3429.0,61,0.83,6,0,316.0,0
52,6095.0,13,0.13,1,1,457.0,0
26,3724.0,55,0.23,1,1,321.0,0
66,6536.0,60,0.77,9,1,336.0,0
22,4017.0,34,0.7,6,1,311.0,0
69,5364.0,77,0.98,1,0,365.0,0
44,3301.0,44,0.29,1,2,278.0,1
36,3106.0,16,0.2,6,1,302.0,0
37,6014.0,75,0.31,5,0,457.0,0
